Time (ms),A0 (I),A4-A5 (I),A2-A3 (V)
7.2765,1.861,0.013093,44.283
7.287,1.8604,0.0049992,45.215
7.2975,1.8596,-0.0028567,48.093
7.308,1.8588,0.0083319,47.389
7.3185,1.858,0.016188,47.409
7.329,1.8572,0.015474,48.838
7.3395,1.8574,0.0064275,49.914
7.35,1.8564,0.025472,49.107
7.3605,1.8564,0.01833,49.769
7.371,1.8564,0.0095222,52.274
7.3815,1.8564,0.012855,51.985
7.392,1.8564,0.019044,51.653
7.4025,1.8564,0.0026186,52.026
7.413,1.8523,0.0035708,53.806
7.4235,1.8517,0.016664,53.455
7.434,1.8513,0.015712,53.806
7.4445,1.8503,-0.0030947,54.883
7.455,1.8505,0.014759,55.194
7.4655,1.8499,0.018806,55.69
7.476,1.8487,0.0057133,55.753
7.4865,1.8477,0.011665,57.657
7.497,1.8473,0.022853,56.829
7.5075,1.8471,0.029043,56.995
7.518,1.8471,0.01714,57.533
7.5285,1.8459,0.019282,58.961
7.539,1.8451,0.037851,57.74
7.5495,1.8451,0.048325,60.183
7.56,1.8445,0.030947,61.549
7.5705,1.8435,0.037851,60.183
7.581,1.8427,0.043088,61.736
7.5915,1.8421,0.015236,62.15
7.602,1.8415,0.0047611,63.33
7.6125,1.8409,0.0269,62.791
7.623,1.8402,0.029281,62.978
7.6335,1.84,0.0035708,64.655
7.644,1.8394,0.019044,64.758
7.6545,1.8384,0.042612,63.247
7.665,1.8378,0.068798,66.207
7.6755,1.8372,0.079749,66.642
7.686,1.837,0.095222,66.787
7.6965,1.8366,0.11593,66.435
7.707,1.8348,0.097127,67.16
7.7175,1.8354,0.094984,68.05
7.728,1.8346,0.12355,67.926
7.7385,1.8334,0.12641,69.478
7.749,1.8328,0.12546,70.451
7.7595,1.8318,0.14664,70.203
7.77,1.8316,0.15426,69.81
7.7805,1.8312,0.14807,71.694
7.791,1.831,0.16354,72.832
7.8015,1.8306,0.16521,72.418
7.812,1.8296,0.18164,72.294
7.8225,1.8292,0.16854,75.275
7.833,1.8286,0.17783,74.261
7.8435,1.8278,0.18187,74.82
7.854,1.8278,0.19378,73.888
7.8645,1.8268,0.17711,76.103
7.875,1.8268,0.19259,76.372
7.8855,1.8255,0.21115,76.269
7.896,1.8249,0.19568,78.112
7.9065,1.8249,0.20139,78.194
7.917,1.8241,0.21758,77.366
7.9275,1.8231,0.23329,79.768
7.938,1.8221,0.21235,80.679
7.9485,1.8221,0.20854,79.644
7.959,1.8219,0.24543,80.306
7.9695,1.8213,0.24377,81.465
7.98,1.8205,0.2321,82.666
7.9905,1.8203,0.24163,81.548
8.001,1.8193,0.27043,82.79
8.0115,1.8191,0.26115,84.012
8.022,1.8187,0.25115,84.405
8.0325,1.8177,0.26662,84.881
8.043,1.8177,0.28186,85.006
8.0535,1.8169,0.26662,86.889
8.064,1.8165,0.27495,87.552
8.0745,1.8163,0.29233,85.813
8.085,1.8153,0.28257,87.718
8.0955,1.8145,0.27495,88.939
8.106,1.8141,0.30114,88.794
8.1165,1.8133,0.30971,90.119
8.127,1.8135,0.29566,90.492
8.1375,1.8133,0.31042,90.471
8.148,1.812,0.32947,90.471
8.1585,1.8118,0.30852,90.616
8.169,1.8112,0.30852,93.266
8.1795,1.8114,0.32518,91.693
8.19,1.8104,0.32923,92.479
8.2005,1.8104,0.32256,93.473
8.211,1.8096,0.32328,94.156
8.2215,1.8086,0.34113,94.115
8.232,1.809,0.33732,93.618
8.2425,1.808,0.32994,96.123
8.253,1.8078,0.34756,96.04
8.2635,1.808,0.36089,96.123
8.274,1.8066,0.35208,98.131
8.2845,1.806,0.34804,98.442
8.295,1.8058,0.35565,98.11
8.3055,1.8052,0.37637,99.125
8.316,1.8048,0.35446,100.53
8.3265,1.8048,0.35875,100.16
8.337,1.8032,0.3647,100.47
8.3475,1.8032,0.37708,100.66
8.358,1.8024,0.35589,102.44
8.3685,1.8022,0.36613,102.58
8.379,1.802,0.38779,102.13
8.3895,1.8012,0.38517,104.47
8.4,1.8012,0.36756,104.26
8.4105,1.801,0.39541,104.18
8.421,1.8004,0.3947,104.86
8.4315,1.8002,0.38232,105.6
8.442,1.7996,0.38041,105.6
8.4525,1.7988,0.40707,105.56
8.463,1.7994,0.39779,106.45
8.4735,1.7984,0.40541,108.01
8.484,1.7984,0.40184,106.64
8.4945,1.7979,0.43255,107.39
8.505,1.7986,0.41279,109.48
8.5155,1.7973,0.39493,109.6
8.526,1.7969,0.41374,108.67
8.5365,1.7969,0.42945,110.16
8.547,1.7961,0.40565,110.95
8.5575,1.7959,0.41303,110.72
8.568,1.7951,0.45421,111.59
8.5785,1.7953,0.42826,112.73
8.589,1.7953,0.42493,113.04
8.5995,1.7947,0.44992,112.91
8.61,1.7943,0.44088,113.76
8.6205,1.7937,0.42326,114.73
8.631,1.7939,0.4254,113.97
8.6415,1.7941,0.4335,115.11
8.652,1.7933,0.44778,115.44
8.6625,1.7935,0.44373,116.52
8.673,1.7927,0.42398,115
8.6835,1.7923,0.44873,116.35
8.694,1.7923,0.46135,117.88
8.7045,1.7923,0.43207,117.78
8.715,1.7927,0.44969,117.65
8.7255,1.7911,0.47302,118.52
8.736,1.7919,0.42564,119.35
8.7465,1.7919,0.46326,118.46
8.757,1.7919,0.4673,120.01
8.7675,1.7911,0.46468,119.56
8.778,1.7903,0.4723,121.59
8.7885,1.7903,0.4435,122.58
8.799,1.7905,0.47254,120.7
8.8095,1.7903,0.48492,122.58
8.82,1.7901,0.42636,123.24
8.8305,1.7903,0.48825,122.58
8.841,1.7899,0.48206,122.62
8.8515,1.7893,0.44469,124.07
8.862,1.7897,0.48301,122.6
8.8725,1.7891,0.46802,123.49
8.883,1.7893,0.46921,125.98
8.8935,1.7895,0.47682,125.23
8.904,1.7889,0.44588,124.65
8.9145,1.7887,0.50372,125.77
8.925,1.7887,0.46611,126.72
8.9355,1.7891,0.45064,125.46
8.946,1.7889,0.50587,125.69
8.9565,1.7887,0.45778,127.38
8.967,1.7887,0.48754,128.63
8.9775,1.7889,0.47278,127.09
8.988,1.7883,0.4754,127.9
8.9985,1.7889,0.51444,128.32
9.009,1.7887,0.43945,129.87
9.0195,1.7887,0.49206,127.92
9.03,1.7881,0.49301,129.16
9.0405,1.7887,0.46587,131.38
9.051,1.7889,0.50325,130.03
9.0615,1.7879,0.47159,129.99
9.072,1.7877,0.50991,131.73
9.0825,1.7883,0.48278,131.71
9.093,1.7883,0.46326,131.57
9.1035,1.7881,0.52658,132.56
9.114,1.7887,0.4654,132.23
9.1245,1.7881,0.51658,132.02
9.135,1.7883,0.47992,132.52
9.1455,1.7883,0.50015,133.22
9.156,1.7885,0.51087,133.45
9.1665,1.7881,0.45088,133.18
9.177,1.7881,0.53753,133.51
9.1875,1.7879,0.46849,135.17
9.198,1.7889,0.50801,133.84
9.2085,1.7887,0.5111,133.8
9.219,1.7887,0.48611,136.02
9.2295,1.7887,0.55015,135.11
9.24,1.7887,0.44612,135.19
9.2505,1.7895,0.53515,136.49
9.261,1.7895,0.50277,136.76
9.2715,1.7899,0.48992,136.08
9.282,1.7891,0.52348,135.83
9.2925,1.7897,0.47897,136.74
9.303,1.7895,0.55872,137.82
9.3135,1.7895,0.46111,136.66
9.324,1.7905,0.52753,136.04
9.3345,1.7903,0.50777,138.17
9.345,1.7901,0.48159,139.14
9.3555,1.7897,0.53086,138
9.366,1.7897,0.48325,138.73
9.3765,1.7901,0.55776,138.81
9.387,1.7907,0.46421,139.14
9.3975,1.7903,0.51872,138.42
9.408,1.7907,0.50444,141.13
9.4185,1.7909,0.49135,141.46
9.429,1.7915,0.53443,139.27
9.4395,1.7919,0.4723,141.13
9.45,1.7919,0.55848,141.83
9.4605,1.7919,0.45611,140.55
9.471,1.7921,0.53015,139.87
9.4815,1.7923,0.50206,141.96
9.492,1.7927,0.51706,141.34
9.5025,1.7927,0.52444,140.36
9.513,1.7929,0.45635,142.46
9.5235,1.7931,0.56657,143.12
9.534,1.7933,0.46326,141.9
9.5445,1.7937,0.53681,142.23
9.555,1.7939,0.49135,142.5
9.5655,1.7943,0.50896,142.91
9.576,1.7943,0.5042,143.1
9.5865,1.7939,0.45683,142.66
9.597,1.7951,0.56157,144.05
9.6075,1.7951,0.45826,144.44
9.618,1.7953,0.55205,142.7
9.6285,1.7953,0.47944,141.5
9.639,1.7959,0.53182,144.03
9.6495,1.7959,0.5261,143.86
9.66,1.7961,0.47682,144.44
9.6705,1.7971,0.56467,144.15
9.681,1.7969,0.48325,145.17
9.6915,1.7975,0.55467,144.44
9.702,1.7971,0.46897,144.53
9.7125,1.7984,0.56895,146.43
9.723,1.7984,0.51825,145.19
9.7335,1.7988,0.50563,144.9
9.744,1.7986,0.54158,146.76
9.7545,1.7992,0.49016,146.35
9.765,1.7998,0.56633,146.12
9.7755,1.8002,0.46207,145.69
9.786,1.801,0.58728,147.9
9.7965,1.8006,0.49325,147.49
9.807,1.801,0.5611,147.42
9.8175,1.8016,0.51015,146.37
9.828,1.802,0.53277,148.75
9.8385,1.802,0.563,148.83
9.849,1.8026,0.46683,148.34
9.8595,1.8026,0.58919,148.54
9.87,1.8034,0.48325,150.36
9.8805,1.8048,0.58871,149.58
9.891,1.8048,0.48182,150.57
9.9015,1.8048,0.58443,151.07
9.912,1.805,0.53182,151.32
9.9225,1.8072,0.53182,150.28
9.933,1.8056,0.55538,151.5
9.9435,1.8068,0.51182,152.77
9.954,1.8066,0.59609,152.72
9.9645,1.8064,0.46111,152.81
9.975,1.8076,0.60418,153.82
9.9855,1.8082,0.46992,153.22
9.996,1.8088,0.59585,152.68
10.007,1.809,0.48063,153.9
10.017,1.8094,0.6018,154.05
10.027,1.8094,0.51587,154.38
10.038,1.8096,0.5361,153.22
10.049,1.8104,0.55395,155.37
10.059,1.8112,0.53015,156.45
10.069,1.8116,0.57871,156
10.08,1.8118,0.48016,155.91
10.091,1.8118,0.59752,155.75
10.101,1.8143,0.46802,156.72
10.111,1.8127,0.59966,156.41
10.122,1.8133,0.44826,157.2
10.133,1.8141,0.60371,158.19
10.143,1.8145,0.48897,157.34
10.153,1.8153,0.56324,156.1
10.164,1.8165,0.50277,157.73
10.175,1.8163,0.55943,158.62
10.185,1.8161,0.53015,157.09
10.195,1.8171,0.48944,158.52
10.206,1.8177,0.58062,159.06
10.216,1.8177,0.48516,158.73
10.227,1.8183,0.58871,158.46
10.238,1.8187,0.45064,159.35
10.248,1.8193,0.6168,159.37
10.258,1.8197,0.46064,158.29
10.269,1.8199,0.59062,158.5
10.28,1.8225,0.47801,161.13
10.29,1.8213,0.57443,159.06
10.3,1.8227,0.49563,159.02
10.311,1.8223,0.51682,159.22
10.322,1.8227,0.54872,161.01
10.332,1.8235,0.50396,159.6
10.342,1.8241,0.55634,159.22
10.353,1.8249,0.47587,159.76
10.364,1.8249,0.60799,161.11
10.374,1.8257,0.4523,160.34
10.384,1.8259,0.59799,161.11
10.395,1.8274,0.46397,161.46
10.405,1.8274,0.58823,160.84
10.416,1.828,0.46825,161.01
10.427,1.8282,0.55181,161.01
10.437,1.8286,0.52491,162.33
10.447,1.83,0.51848,160.26
10.458,1.8294,0.54538,160.78
10.469,1.8306,0.49492,161.71
10.479,1.8308,0.58585,160.8
10.489,1.8306,0.46445,160.43
10.5,1.8316,0.58228,161.32
10.511,1.833,0.45492,162.83
10.521,1.8324,0.59633,160.76
10.531,1.833,0.46564,161.21
10.542,1.8342,0.54396,163.18
10.553,1.8352,0.51682,162.33
10.563,1.8354,0.52301,161.09
10.573,1.836,0.52753,162.04
10.584,1.837,0.48159,163.08
10.595,1.837,0.57871,162
10.605,1.8378,0.44469,160.51
10.616,1.8378,0.58133,163.49
10.626,1.8388,0.46254,163.49
10.636,1.839,0.56324,161.94
10.647,1.8398,0.46159,162.33
10.658,1.8405,0.54562,164.32
10.668,1.8411,0.51277,162.45
10.678,1.8417,0.50372,161.92
10.689,1.8423,0.53396,163.18
10.7,1.8423,0.47421,163.28
10.71,1.8435,0.57228,163.03
10.72,1.8439,0.44802,163.66
10.731,1.8445,0.55395,163.78
10.742,1.8455,0.46445,161.67
10.752,1.8467,0.55467,162.99
10.762,1.8453,0.48516,162.99
10.773,1.8463,0.5073,163.66
10.784,1.8473,0.54967,162.54
10.794,1.8481,0.46778,163.18
10.805,1.8485,0.55467,163.32
10.815,1.8491,0.45921,164.81
10.825,1.8499,0.57633,162.14
10.836,1.8503,0.44897,163.66
10.847,1.8509,0.53539,164.32
10.857,1.8515,0.50111,163.08
10.867,1.8564,0.50087,162.79
10.878,1.8564,0.50991,163.72
10.889,1.8564,0.47444,163.59
10.899,1.8564,0.56181,162.39
10.909,1.8564,0.43516,162.99
10.92,1.8564,0.55943,163.7
10.931,1.8564,0.48611,163.32
10.941,1.8572,0.52563,163.22
10.951,1.858,0.49682,162.99
10.962,1.858,0.48563,164.32
10.973,1.8582,0.54467,162.74
10.983,1.8592,0.4623,162.12
10.993,1.8596,0.54229,163.8
11.004,1.8602,0.45778,163.26
11.014,1.8612,0.53967,162.25
11.025,1.8612,0.49087,163.16
11.036,1.8616,0.49396,164.32
11.046,1.863,0.5411,164.65
11.056,1.8632,0.47516,161.38
11.067,1.8642,0.54181,164.32
11.078,1.8644,0.45064,164.36
11.088,1.8646,0.55586,163.32
11.098,1.8652,0.46468,162.68
11.109,1.8676,0.49135,164.71
11.12,1.8666,0.51491,162.45
11.13,1.8676,0.4673,161.48
11.14,1.8678,0.52824,163.01
11.151,1.8693,0.42517,164.65
11.162,1.8693,0.54848,161.83
11.172,1.8697,0.47111,163.32
11.182,1.8707,0.48778,164.57
11.193,1.8707,0.50611,163.55
11.204,1.8725,0.46445,161.67
11.214,1.8717,0.52301,163.03
11.225,1.8729,0.44588,164.48
11.235,1.8737,0.53824,163.03
11.245,1.8739,0.48492,162.52
11.256,1.8741,0.4992,163.3
11.267,1.8749,0.5023,163.82
11.277,1.8757,0.45968,162.95
11.287,1.8757,0.52753,163.37
11.298,1.8767,0.43326,163.66
11.309,1.8773,0.52491,163.2
11.319,1.8775,0.4873,163.08
11.329,1.8777,0.47992,162.81
11.34,1.8789,0.5111,164.42
11.351,1.8799,0.46825,163.08
11.361,1.8799,0.54348,163.32
11.371,1.8807,0.43588,165.64
11.382,1.8815,0.49777,163.95
11.393,1.8821,0.49563,162.68
11.403,1.8823,0.46349,162.99
11.414,1.8821,0.50563,164.32
11.424,1.8836,0.45564,163.05
11.434,1.8838,0.52372,164.32
11.445,1.884,0.44397,163.66
11.456,1.8848,0.45469,164.38
11.466,1.8856,0.51253,162.87
11.476,1.8862,0.45802,163.41
11.487,1.887,0.50158,163.7
11.498,1.887,0.45683,163.7
11.508,1.8874,0.51372,165.13
11.518,1.8886,0.47611,163.03
11.529,1.8886,0.45516,164.77
11.54,1.8894,0.5161,162
11.55,1.89,0.45516,162.99
11.56,1.8908,0.49944,163.84
11.571,1.8912,0.4723,162.68
11.582,1.8914,0.47754,163.47
11.592,1.8926,0.50158,163.66
11.602,1.8926,0.43421,164.32
11.613,1.8934,0.50634,163.03
11.623,1.8938,0.47444,163.08
11.634,1.895,0.46968,164.48
11.645,1.895,0.47944,165.02
11.655,1.8952,0.45135,162.54
11.665,1.8958,0.51206,163.45
11.676,1.896,0.44231,163.66
11.687,1.8971,0.46968,163.9
11.697,1.8975,0.49325,162.58
11.707,1.8983,0.44445,163.26
11.718,1.8983,0.48397,163.68
11.729,1.8995,0.45897,163.08
11.739,1.9007,0.47325,162.66
11.749,1.9001,0.46492,163.39
11.76,1.9027,0.43755,164.98
11.771,1.9015,0.51015,162.41
11.781,1.9019,0.45278,162.99
11.791,1.9031,0.45802,163.66
11.802,1.9035,0.47254,162.5
11.812,1.9037,0.43921,161.87
11.823,1.9039,0.48135,163.41
11.834,1.9047,0.43445,162.74
11.844,1.9055,0.46873,161.13
11.854,1.9057,0.49206,163.08
11.865,1.9079,0.43421,162.99
11.876,1.9079,0.49063,161.46
11.886,1.9079,0.46754,161.38
11.896,1.9083,0.45492,162.33
11.907,1.9085,0.45945,164.34
11.918,1.9095,0.42588,160.84
11.928,1.9101,0.4673,160.16
11.938,1.9114,0.43612,161.32
11.949,1.9116,0.4304,161.19
11.96,1.9114,0.49182,160.22
11.97,1.9122,0.44588,160.61
11.98,1.9126,0.45254,161.13
11.991,1.9124,0.4554,160.78
12.002,1.9134,0.43255,160.14
12.012,1.9138,0.45849,161.25
12.023,1.9146,0.42755,159.76
12.033,1.9152,0.44254,159.25
12.043,1.9154,0.48135,158.23
12.054,1.9152,0.41065,160.67
12.065,1.916,0.43945,159.89
12.075,1.9172,0.47064,159.27
12.085,1.9168,0.41493,159.02
12.096,1.9176,0.43755,159.02
12.107,1.9178,0.4385,157.69
12.117,1.9186,0.4354,157.53
12.127,1.9192,0.44493,157.98
12.138,1.9208,0.41017,157.69
12.149,1.9208,0.42898,156.08
12.159,1.9208,0.44992,157.03
12.169,1.9208,0.41517,157.69
12.18,1.9212,0.42207,156.82
12.191,1.9224,0.43636,155.35
12.201,1.9224,0.40922,155.85
12.211,1.9228,0.41993,155.91
12.222,1.9226,0.42088,154.38
12.232,1.9238,0.4254,153.26
12.243,1.9248,0.42326,154.38
12.254,1.9242,0.40469,153.43
12.264,1.9251,0.40779,152.93
12.274,1.9255,0.42874,153.9
12.285,1.9261,0.41041,153.59
12.296,1.9265,0.38755,151.73
12.306,1.9273,0.43302,151.23
12.316,1.9275,0.40707,151.92
12.327,1.9277,0.37875,150.65
12.338,1.9279,0.41564,151.23
12.348,1.9281,0.40898,148.42
12.358,1.9289,0.36756,150.41
12.369,1.9287,0.40374,149.2
12.38,1.9301,0.40922,148.5
12.39,1.9299,0.37803,149.76
12.4,1.9305,0.38113,148.54
12.411,1.9307,0.38708,146.43
12.421,1.9313,0.3966,146.78
12.432,1.9321,0.37875,147.01
12.443,1.9319,0.38327,146.68
12.453,1.9325,0.37875,144.53
12.463,1.9337,0.37732,145.93
12.474,1.9337,0.37827,145.25
12.485,1.9337,0.38255,143.76
12.495,1.9337,0.38422,143.55
12.505,1.9337,0.38851,143.88
12.516,1.9341,0.38613,142.58
12.527,1.9347,0.37875,141.96
12.537,1.9351,0.38041,141.3
12.547,1.9353,0.37184,141.61
12.558,1.9361,0.35518,141.13
12.569,1.9365,0.37184,139.52
12.579,1.9365,0.37041,140.18
12.589,1.9363,0.35708,140.01
12.6,1.9371,0.35827,139.64
12.611,1.9373,0.36113,138.65
12.621,1.9379,0.36541,139.39
12.632,1.9379,0.35851,138.56
12.642,1.9385,0.35827,136.49
12.652,1.9387,0.36184,137.26
12.663,1.9389,0.35137,137.03
12.674,1.9394,0.34637,135.42
12.684,1.9402,0.36875,134.61
12.694,1.9402,0.35208,135.38
12.705,1.9402,0.33399,135.54
12.716,1.9414,0.35494,133.51
12.726,1.9412,0.36256,132.64
12.736,1.9406,0.34185,134.67
12.747,1.942,0.32637,132.68
12.758,1.9426,0.35137,131.73
12.768,1.942,0.35399,132.52
12.778,1.9426,0.33352,131.55
12.789,1.9428,0.3328,131.19
12.8,1.9434,0.35899,130.66
12.81,1.9438,0.3397,131.52
12.82,1.9444,0.32471,129.87
12.831,1.9442,0.33042,129.99
12.841,1.9438,0.34542,131.19
12.852,1.9446,0.32852,130.03
12.863,1.9448,0.32304,126.22
12.873,1.945,0.33137,127.51
12.883,1.9444,0.33185,128.38
12.894,1.9456,0.31495,126.39
12.905,1.9446,0.32185,125.56
12.915,1.9456,0.33161,126.08
12.925,1.9456,0.32042,126.14
12.936,1.9466,0.30162,125.23
12.947,1.9466,0.30995,123.72
12.957,1.9466,0.33804,124.03
12.967,1.9468,0.31114,124.38
12.978,1.9468,0.30376,123.24
12.989,1.9468,0.32161,122.33
12.999,1.9472,0.30828,122.6
13.009,1.9474,0.29209,122.91
13.02,1.9482,0.29138,120.97
13.03,1.9482,0.31257,121.26
13.041,1.9482,0.29186,120.95
13.052,1.9482,0.284,118.96
13.062,1.9484,0.29709,120.72
13.072,1.9486,0.30995,120.72
13.083,1.9488,0.28852,119.37
13.094,1.9498,0.28519,117.63
13.104,1.9498,0.29543,117.18
13.114,1.9492,0.29614,117.82
13.125,1.9486,0.27757,116.74
13.136,1.9498,0.27805,116.14
13.146,1.9502,0.28781,116.62
13.156,1.95,0.27329,115.96
13.167,1.9496,0.27019,115.25
13.178,1.9502,0.27162,114.76
13.188,1.9506,0.27662,114.71
13.198,1.9506,0.27353,113.04
13.209,1.9506,0.27019,112.87
13.22,1.951,0.28495,113.8
13.23,1.9508,0.26948,113.31
13.241,1.9508,0.25996,111.4
13.251,1.9508,0.25758,111.98
13.261,1.951,0.27067,111.84
13.272,1.9506,0.2502,110.35
13.283,1.951,0.24663,109
13.293,1.951,0.26496,109.41
13.303,1.9512,0.25853,110.14
13.314,1.9516,0.23496,108.03
13.325,1.9518,0.2502,108.59
13.335,1.9514,0.26234,108.75
13.345,1.9518,0.24472,108.01
13.356,1.9524,0.22615,106.18
13.367,1.9518,0.23734,105.69
13.377,1.9518,0.24782,106.47
13.387,1.9518,0.23401,105.46
13.398,1.9518,0.22306,104.42
13.409,1.9518,0.24377,104.82
13.419,1.9518,0.23044,105.07
13.43,1.953,0.21901,103.37
13.44,1.953,0.22353,102.21
13.45,1.953,0.23139,102.6
13.461,1.9522,0.21615,103.18
13.472,1.9518,0.20758,101.26
13.482,1.953,0.21615,101.24
13.492,1.9522,0.21115,102.29
13.503,1.952,0.19663,99.767
13.514,1.9518,0.20544,99.001
13.524,1.9518,0.21401,99.684
13.534,1.953,0.20592,98.317
13.545,1.953,0.19354,97.179
13.556,1.9522,0.20139,96.806
13.566,1.9522,0.19521,97.634
13.576,1.9514,0.1883,96.599
13.587,1.9518,0.17045,94.901
13.598,1.953,0.19306,96.62
13.608,1.9518,0.19378,94.901
13.618,1.952,0.1664,94.425
13.629,1.952,0.16188,92.852
13.639,1.952,0.18592,93.225
13.65,1.9522,0.16783,91.941
13.661,1.952,0.1564,92.355
13.671,1.9522,0.15521,92.624
13.681,1.9516,0.16926,91.216
13.692,1.9518,0.15307,90.181
13.703,1.9518,0.14688,90.512
13.713,1.9522,0.1545,90.326
13.723,1.952,0.15164,88.09
13.734,1.951,0.12665,88.711
13.745,1.951,0.13331,87.925
13.755,1.9508,0.14069,89.125
13.765,1.9518,0.12831,86.641
13.776,1.9512,0.12665,85.357
13.787,1.9516,0.13593,86.061
13.797,1.9506,0.13712,85.999
13.807,1.9508,0.10927,83.743
13.818,1.9506,0.12188,84.612
13.829,1.9506,0.13474,83.763
13.839,1.9506,0.11331,82.583
13.85,1.9502,0.10593,82.252
13.86,1.9498,0.099983,82.749
13.87,1.9506,0.11903,82.625
13.881,1.9498,0.098555,80.285
13.892,1.9494,0.083795,79.913
13.902,1.95,0.10308,81.176
13.912,1.9492,0.10522,78.878
13.923,1.9494,0.085224,77.428
13.934,1.9494,0.079034,77.718
13.944,1.9496,0.075702,78.898
13.954,1.949,0.074273,76.538
13.965,1.9482,0.063085,76.186
13.976,1.9484,0.061418,76.145
13.986,1.9482,0.076892,76.31
13.996,1.9486,0.054515,74.923
14.007,1.9482,0.036661,74.551
14.018,1.9478,0.041422,74.592
14.028,1.9474,0.023806,73.308
14.039,1.947,-0.0071417,72.149
14.049,1.9468,-0.0066655,73.391
14.059,1.947,0.015236,72.025
14.07,1.9466,0.0057133,69.851
14.081,1.9466,-0.018092,70.659
14.091,1.9466,-0.0090461,70.555
14.101,1.9466,0.0069036,68.63
14.112,1.9466,-0.014521,68.443
14.123,1.9458,-0.023091,67.367
14.133,1.9448,-0.0061894,68.174
14.143,1.9452,-0.0083319,65.918
14.154,1.9446,-0.017854,64.613
14.165,1.9452,-0.019044,65.276
14.175,1.9446,-0.00095222,65.317
14.185,1.9438,-0.0083319,63.33
14.196,1.9434,-0.029519,63.433
14.207,1.9436,-0.0028567,63.454
14.217,1.9436,0.0021425,61.984
14.227,1.9434,-0.029043,60.908
14.238,1.9426,-0.014283,61.963
14.248,1.942,-0.0057133,60.97
14.259,1.942,-0.0030947,59.168
14.27,1.942,-0.011665,58.775
14.28,1.9418,-0.0099983,58.216
14.29,1.941,-0.0047611,58.278
14.301,1.941,-0.011903,55.649
14.312,1.9402,-0.015236,56.912
14.322,1.9402,0,55.546
14.332,1.9408,-0.0061894,54.158
14.343,1.9402,-0.01714,54.428
14.354,1.9387,-0.017854,54.676
14.364,1.9392,-0.013569,53.641
14.374,1.9385,-0.004285,52.026
14.385,1.9383,-0.013331,52.047
14.396,1.9381,-0.0078558,51.943
14.406,1.9377,0,50.805
14.416,1.9373,-0.019759,49.438
14.427,1.9367,-0.02452,49.956
14.438,1.9369,-0.0092842,49.169
14.448,1.9359,-0.008808,47.347
14.459,1.9357,-0.022139,46.871
14.469,1.9353,-0.0076178,48.072
14.479,1.9349,-0.0026186,46.436
14.49,1.9345,-0.0064275,44.449
14.501,1.9353,-0.015474,44.614
14.511,1.9339,-0.0054753,45.132
14.521,1.9341,-0.004523,43.476
14.532,1.9337,-0.018568,42.606
14.543,1.9327,-0.016426,43.352
14.553,1.9337,-0.0026186,42.379
14.563,1.9327,-0.0059514,40.847
14.574,1.9321,-0.021425,38.963
14.585,1.9321,-0.016426,40.474
14.595,1.9311,-0.0080939,38.797
14.605,1.9309,-0.015712,37.762
14.616,1.9307,-0.013807,38.569
14.627,1.9301,-0.0028567,37.865
14.637,1.9293,-0.0080939,36.437
14.648,1.9297,-0.016664,35.836
14.658,1.9289,-0.02571,36.52
14.668,1.9283,-0.00023806,35.402
14.679,1.9283,-0.0019044,33.849
14.69,1.9279,-0.018568,32.545
14.7,1.9273,-0.012617,32.793
14.71,1.9273,-0.0016664,31.51
14.721,1.9273,-0.02571,30.537
14.732,1.9259,-0.022615,31.986
14.742,1.9261,0,30.019
14.752,1.9244,-0.0090461,29.791
14.763,1.9244,-0.022853,28.963
14.774,1.9242,-0.016426,29.025
14.784,1.9242,-0.0066655,27.638
14.794,1.9228,-0.016426,26.313
14.805,1.9228,-0.028567,27.307
14.816,1.9224,0.0028567,26.396
14.826,1.922,-0.0014283,24.119
14.836,1.922,-0.012379,23.601
14.847,1.9212,-0.014759,23.85
14.857,1.9208,-0.0038089,23.104
14.868,1.9208,-0.0064275,21.489
14.879,1.9196,-0.027138,21.966
14.889,1.9194,-0.013807,21.469
14.899,1.9192,-0.00095222,19.067
14.91,1.9186,-0.018092,18.715
14.921,1.918,-0.024996,18.881
14.931,1.9176,0.0054753,18.074
14.941,1.9168,-0.015236,16.024
14.952,1.917,-0.024758,16.148
14.963,1.9162,-0.017378,17.287
14.973,1.9156,-0.013331,15.134
14.983,1.9154,-0.011427,14.264
14.994,1.9144,-0.035232,14.74
15.005,1.9144,-0.022139,13.995
15.015,1.9132,-0.01595,11.573
15.025,1.913,-0.023329,11.594
15.036,1.9128,-0.020949,11.614
15.046,1.912,-0.0047611,10.869
15.057,1.9114,-0.0080939,8.6952
15.068,1.9118,-0.024282,9.4819
15.078,1.9112,-0.018806,9.9787
15.088,1.9101,-0.0061894,7.5151
15.099,1.9097,-0.014045,6.2729
15.11,1.9087,-0.021425,6.6456
15.12,1.9085,-0.018568,5.569
15.13,1.9083,-0.0026186,4.3683
15.141,1.9079,-0.020235,4.0163
15.152,1.9079,-0.02452,4.5546
15.162,1.9079,-0.0054753,2.3601
15.172,1.9059,-0.0049992,1.532
15.183,1.9057,-0.023567,2.505
15.194,1.9051,-0.019759,1.2836
15.204,1.9043,0.0049992,-0.66249
15.214,1.9035,-0.016426,-0.84881
15.225,1.9033,-0.022853,-1.3457
15.236,1.9031,0.00095222,-1.5941
15.246,1.9027,-0.0028567,-3.2296
15.257,1.9023,-0.01714,-2.7742
15.267,1.9007,-0.020711,-3.2296
15.277,1.9001,-0.0054753,-5.8382
